ID,Origin,Description,Parameter,Data Type,Polling Interval,Retention Time,Status,Thresholds,Template,Related Object
2976,NetXMS Agent,"Enduro/X server instance 0,159: state","EnduroX.ServerInstance.State(0,159)",String,default,default,Active,,testhost2,
2977,NetXMS Agent,"Enduro/X server instance 0,160: state","EnduroX.ServerInstance.State(0,160)",String,default,default,Active,,testhost2,
2978,NetXMS Agent,"Enduro/X server instance 0,161: state","EnduroX.ServerInstance.State(0,161)",String,default,default,Active,,testhost2,
2979,NetXMS Agent,"Enduro/X server instance 0,162: state","EnduroX.ServerInstance.State(0,162)",String,default,default,Active,,testhost2,
2980,NetXMS Agent,"Enduro/X server instance 0,163: state","EnduroX.ServerInstance.State(0,163)",String,default,default,Active,,testhost2,
2981,NetXMS Agent,"Enduro/X server instance 0,164: state","EnduroX.ServerInstance.State(0,164)",String,default,default,Active,,testhost2,
2982,NetXMS Agent,"Enduro/X server instance 0,165: state","EnduroX.ServerInstance.State(0,165)",String,default,default,Active,,testhost2,
2983,NetXMS Agent,"Enduro/X server instance 0,166: state","EnduroX.ServerInstance.State(0,166)",String,default,default,Active,,testhost2,
2984,NetXMS Agent,"Enduro/X server instance 0,167: state","EnduroX.ServerInstance.State(0,167)",String,default,default,Active,,testhost2,
2985,NetXMS Agent,"Enduro/X server instance 0,168: state","EnduroX.ServerInstance.State(0,168)",String,default,default,Active,,testhost2,
2986,NetXMS Agent,"Enduro/X server instance 0,169: state","EnduroX.ServerInstance.State(0,169)",String,default,default,Active,,testhost2,
955,NetXMS Agent,"Enduro/X server instance 0,1: state","EnduroX.ServerInstance.State(0,1)",String,default,default,Active,,testhost2,
964,NetXMS Agent,"Enduro/X server instance 0,240: state","EnduroX.ServerInstance.State(0,240)",String,default,default,Active,,testhost2,
965,NetXMS Agent,"Enduro/X server instance 0,241: state","EnduroX.ServerInstance.State(0,241)",String,default,default,Active,,testhost2,
966,NetXMS Agent,"Enduro/X server instance 0,242: state","EnduroX.ServerInstance.State(0,242)",String,default,default,Active,,testhost2,
2987,NetXMS Agent,"Enduro/X server instance 0,243: state","EnduroX.ServerInstance.State(0,243)",String,default,default,Active,,testhost2,
2988,NetXMS Agent,"Enduro/X server instance 0,244: state","EnduroX.ServerInstance.State(0,244)",String,default,default,Active,,testhost2,
2989,NetXMS Agent,"Enduro/X server instance 0,245: state","EnduroX.ServerInstance.State(0,245)",String,default,default,Active,,testhost2,
2990,NetXMS Agent,"Enduro/X server instance 0,246: state","EnduroX.ServerInstance.State(0,246)",String,default,default,Active,,testhost2,
2991,NetXMS Agent,"Enduro/X server instance 0,247: state","EnduroX.ServerInstance.State(0,247)",String,default,default,Active,,testhost2,
2992,NetXMS Agent,"Enduro/X server instance 0,248: state","EnduroX.ServerInstance.State(0,248)",String,default,default,Active,,testhost2,
2993,NetXMS Agent,"Enduro/X server instance 0,249: state","EnduroX.ServerInstance.State(0,249)",String,default,default,Active,,testhost2,
2994,NetXMS Agent,"Enduro/X server instance 0,250: state","EnduroX.ServerInstance.State(0,250)",String,default,default,Active,,testhost2,
2995,NetXMS Agent,"Enduro/X server instance 0,251: state","EnduroX.ServerInstance.State(0,251)",String,default,default,Active,,testhost2,
2996,NetXMS Agent,"Enduro/X server instance 0,252: state","EnduroX.ServerInstance.State(0,252)",String,default,default,Active,,testhost2,
2997,NetXMS Agent,"Enduro/X server instance 0,253: state","EnduroX.ServerInstance.State(0,253)",String,default,default,Active,,testhost2,
2998,NetXMS Agent,"Enduro/X server instance 0,254: state","EnduroX.ServerInstance.State(0,254)",String,default,default,Active,,testhost2,
2999,NetXMS Agent,"Enduro/X server instance 0,255: state","EnduroX.ServerInstance.State(0,255)",String,default,default,Active,,testhost2,
3000,NetXMS Agent,"Enduro/X server instance 0,256: state","EnduroX.ServerInstance.State(0,256)",String,default,default,Active,,testhost2,
3001,NetXMS Agent,"Enduro/X server instance 0,257: state","EnduroX.ServerInstance.State(0,257)",String,default,default,Active,,testhost2,
3002,NetXMS Agent,"Enduro/X server instance 0,258: state","EnduroX.ServerInstance.State(0,258)",String,default,default,Active,,testhost2,
3003,NetXMS Agent,"Enduro/X server instance 0,259: state","EnduroX.ServerInstance.State(0,259)",String,default,default,Active,,testhost2,
3004,NetXMS Agent,"Enduro/X server instance 0,260: state","EnduroX.ServerInstance.State(0,260)",String,default,default,Active,,testhost2,
3005,NetXMS Agent,"Enduro/X server instance 0,261: state","EnduroX.ServerInstance.State(0,261)",String,default,default,Active,,testhost2,
3006,NetXMS Agent,"Enduro/X server instance 0,262: state","EnduroX.ServerInstance.State(0,262)",String,default,default,Active,,testhost2,
3007,NetXMS Agent,"Enduro/X server instance 0,263: state","EnduroX.ServerInstance.State(0,263)",String,default,default,Active,,testhost2,
3008,NetXMS Agent,"Enduro/X server instance 0,264: state","EnduroX.ServerInstance.State(0,264)",String,default,default,Active,,testhost2,
3009,NetXMS Agent,"Enduro/X server instance 0,265: state","EnduroX.ServerInstance.State(0,265)",String,default,default,Active,,testhost2,
3010,NetXMS Agent,"Enduro/X server instance 0,266: state","EnduroX.ServerInstance.State(0,266)",String,default,default,Active,,testhost2,
3011,NetXMS Agent,"Enduro/X server instance 0,267: state","EnduroX.ServerInstance.State(0,267)",String,default,default,Active,,testhost2,
3012,NetXMS Agent,"Enduro/X server instance 0,268: state","EnduroX.ServerInstance.State(0,268)",String,default,default,Active,,testhost2,
3013,NetXMS Agent,"Enduro/X server instance 0,269: state","EnduroX.ServerInstance.State(0,269)",String,default,default,Active,,testhost2,
956,NetXMS Agent,"Enduro/X server instance 0,2: state","EnduroX.ServerInstance.State(0,2)",String,default,default,Active,,testhost2,
959,NetXMS Agent,"Enduro/X server instance 0,80: state","EnduroX.ServerInstance.State(0,80)",String,default,default,Active,,testhost2,
960,NetXMS Agent,"Enduro/X server instance 0,81: state","EnduroX.ServerInstance.State(0,81)",String,default,default,Active,,testhost2,
2922,NetXMS Agent,"Enduro/X server instance 0,82: state","EnduroX.ServerInstance.State(0,82)",String,default,default,Active,,testhost2,
2923,NetXMS Agent,"Enduro/X server instance 0,83: state","EnduroX.ServerInstance.State(0,83)",String,default,default,Active,,testhost2,
2924,NetXMS Agent,"Enduro/X server instance 0,84: state","EnduroX.ServerInstance.State(0,84)",String,default,default,Active,,testhost2,
2925,NetXMS Agent,"Enduro/X server instance 0,85: state","EnduroX.ServerInstance.State(0,85)",String,default,default,Active,,testhost2,
2926,NetXMS Agent,"Enduro/X server instance 0,86: state","EnduroX.ServerInstance.State(0,86)",String,default,default,Active,,testhost2,
2927,NetXMS Agent,"Enduro/X server instance 0,87: state","EnduroX.ServerInstance.State(0,87)",String,default,default,Active,,testhost2,
2928,NetXMS Agent,"Enduro/X server instance 0,88: state","EnduroX.ServerInstance.State(0,88)",String,default,default,Active,,testhost2,
2929,NetXMS Agent,"Enduro/X server instance 0,89: state","EnduroX.ServerInstance.State(0,89)",String,default,default,Active,,testhost2,
2930,NetXMS Agent,"Enduro/X server instance 0,90: state","EnduroX.ServerInstance.State(0,90)",String,default,default,Active,,testhost2,
2931,NetXMS Agent,"Enduro/X server instance 0,91: state","EnduroX.ServerInstance.State(0,91)",String,default,default,Active,,testhost2,
2932,NetXMS Agent,"Enduro/X server instance 0,92: state","EnduroX.ServerInstance.State(0,92)",String,default,default,Active,,testhost2,
2933,NetXMS Agent,"Enduro/X server instance 0,93: state","EnduroX.ServerInstance.State(0,93)",String,default,default,Active,,testhost2,
2934,NetXMS Agent,"Enduro/X server instance 0,94: state","EnduroX.ServerInstance.State(0,94)",String,default,default,Active,,testhost2,
2935,NetXMS Agent,"Enduro/X server instance 0,95: state","EnduroX.ServerInstance.State(0,95)",String,default,default,Active,,testhost2,
2936,NetXMS Agent,"Enduro/X server instance 0,96: state","EnduroX.ServerInstance.State(0,96)",String,default,default,Active,,testhost2,
2937,NetXMS Agent,"Enduro/X server instance 0,97: state","EnduroX.ServerInstance.State(0,97)",String,default,default,Active,,testhost2,
2938,NetXMS Agent,"Enduro/X server instance 0,98: state","EnduroX.ServerInstance.State(0,98)",String,default,default,Active,,testhost2,
967,NetXMS Agent,"Enduro/X server instance 0,9999: state","EnduroX.ServerInstance.State(0,9999)",String,default,default,Active,,testhost2,
2939,NetXMS Agent,"Enduro/X server instance 0,99: state","EnduroX.ServerInstance.State(0,99)",String,default,default,Active,,testhost2,
954,NetXMS Agent,Enduro/X server instance {instance}: state,EnduroX.ServerInstance.State({instance}),String,default,default,Active,,,
3126,NetXMS Agent,"Enduro/X service group .TMIB,1/10,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(.TMIB,1/10,1)",Integer,default,default,Active,,testhost2,
3019,NetXMS Agent,"Enduro/X service group .TMIB,1/10,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(.TMIB,1/10,1)",Integer,default,default,Active,,testhost2,
3128,NetXMS Agent,"Enduro/X service group .TMIB,1/11,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(.TMIB,1/11,1)",Integer,default,default,Active,,testhost2,
3021,NetXMS Agent,"Enduro/X service group .TMIB,1/11,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(.TMIB,1/11,1)",Integer,default,default,Active,,testhost2,
3127,NetXMS Agent,"Enduro/X service group .TMIB-1-10,1/10,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(.TMIB-1-10,1/10,1)",Integer,default,default,Active,,testhost2,
3020,NetXMS Agent,"Enduro/X service group .TMIB-1-10,1/10,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(.TMIB-1-10,1/10,1)",Integer,default,default,Active,,testhost2,
3129,NetXMS Agent,"Enduro/X service group .TMIB-1-11,1/11,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(.TMIB-1-11,1/11,1)",Integer,default,default,Active,,testhost2,
3022,NetXMS Agent,"Enduro/X service group .TMIB-1-11,1/11,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(.TMIB-1-11,1/11,1)",Integer,default,default,Active,,testhost2,
3124,NetXMS Agent,"Enduro/X service group @CCONF,1/1,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(@CCONF,1/1,1)",Integer,default,default,Active,,testhost2,
3017,NetXMS Agent,"Enduro/X service group @CCONF,1/1,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(@CCONF,1/1,1)",Integer,default,default,Active,,testhost2,
3125,NetXMS Agent,"Enduro/X service group @CCONF,1/2,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(@CCONF,1/2,1)",Integer,default,default,Active,,testhost2,
3018,NetXMS Agent,"Enduro/X service group @CCONF,1/2,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(@CCONF,1/2,1)",Integer,default,default,Active,,testhost2,
3230,NetXMS Agent,"Enduro/X service group @CPMSVC,1/9999,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(@CPMSVC,1/9999,1)",Integer,default,default,Active,,testhost2,
3123,NetXMS Agent,"Enduro/X service group @CPMSVC,1/9999,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(@CPMSVC,1/9999,1)",Integer,default,default,Active,,testhost2,
3170,NetXMS Agent,"Enduro/X service group CREDIT,1/140,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/140,1)",Integer,default,default,Active,,testhost2,
3063,NetXMS Agent,"Enduro/X service group CREDIT,1/140,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/140,1)",Integer,default,default,Active,,testhost2,
3171,NetXMS Agent,"Enduro/X service group CREDIT,1/141,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/141,1)",Integer,default,default,Active,,testhost2,
3064,NetXMS Agent,"Enduro/X service group CREDIT,1/141,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/141,1)",Integer,default,default,Active,,testhost2,
3172,NetXMS Agent,"Enduro/X service group CREDIT,1/142,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/142,1)",Integer,default,default,Active,,testhost2,
3065,NetXMS Agent,"Enduro/X service group CREDIT,1/142,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/142,1)",Integer,default,default,Active,,testhost2,
3173,NetXMS Agent,"Enduro/X service group CREDIT,1/143,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/143,1)",Integer,default,default,Active,,testhost2,
3066,NetXMS Agent,"Enduro/X service group CREDIT,1/143,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/143,1)",Integer,default,default,Active,,testhost2,
3174,NetXMS Agent,"Enduro/X service group CREDIT,1/144,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/144,1)",Integer,default,default,Active,,testhost2,
3067,NetXMS Agent,"Enduro/X service group CREDIT,1/144,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/144,1)",Integer,default,default,Active,,testhost2,
3175,NetXMS Agent,"Enduro/X service group CREDIT,1/145,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/145,1)",Integer,default,default,Active,,testhost2,
3068,NetXMS Agent,"Enduro/X service group CREDIT,1/145,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/145,1)",Integer,default,default,Active,,testhost2,
3176,NetXMS Agent,"Enduro/X service group CREDIT,1/146,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/146,1)",Integer,default,default,Active,,testhost2,
3069,NetXMS Agent,"Enduro/X service group CREDIT,1/146,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/146,1)",Integer,default,default,Active,,testhost2,
3177,NetXMS Agent,"Enduro/X service group CREDIT,1/147,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/147,1)",Integer,default,default,Active,,testhost2,
3070,NetXMS Agent,"Enduro/X service group CREDIT,1/147,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/147,1)",Integer,default,default,Active,,testhost2,
3178,NetXMS Agent,"Enduro/X service group CREDIT,1/148,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/148,1)",Integer,default,default,Active,,testhost2,
3071,NetXMS Agent,"Enduro/X service group CREDIT,1/148,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/148,1)",Integer,default,default,Active,,testhost2,
3179,NetXMS Agent,"Enduro/X service group CREDIT,1/149,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/149,1)",Integer,default,default,Active,,testhost2,
3072,NetXMS Agent,"Enduro/X service group CREDIT,1/149,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/149,1)",Integer,default,default,Active,,testhost2,
3180,NetXMS Agent,"Enduro/X service group CREDIT,1/150,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/150,1)",Integer,default,default,Active,,testhost2,
3073,NetXMS Agent,"Enduro/X service group CREDIT,1/150,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/150,1)",Integer,default,default,Active,,testhost2,
3181,NetXMS Agent,"Enduro/X service group CREDIT,1/151,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/151,1)",Integer,default,default,Active,,testhost2,
3074,NetXMS Agent,"Enduro/X service group CREDIT,1/151,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/151,1)",Integer,default,default,Active,,testhost2,
3182,NetXMS Agent,"Enduro/X service group CREDIT,1/152,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/152,1)",Integer,default,default,Active,,testhost2,
3075,NetXMS Agent,"Enduro/X service group CREDIT,1/152,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/152,1)",Integer,default,default,Active,,testhost2,
3183,NetXMS Agent,"Enduro/X service group CREDIT,1/153,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/153,1)",Integer,default,default,Active,,testhost2,
3076,NetXMS Agent,"Enduro/X service group CREDIT,1/153,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/153,1)",Integer,default,default,Active,,testhost2,
3184,NetXMS Agent,"Enduro/X service group CREDIT,1/154,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/154,1)",Integer,default,default,Active,,testhost2,
3077,NetXMS Agent,"Enduro/X service group CREDIT,1/154,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/154,1)",Integer,default,default,Active,,testhost2,
3185,NetXMS Agent,"Enduro/X service group CREDIT,1/155,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/155,1)",Integer,default,default,Active,,testhost2,
3078,NetXMS Agent,"Enduro/X service group CREDIT,1/155,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/155,1)",Integer,default,default,Active,,testhost2,
3186,NetXMS Agent,"Enduro/X service group CREDIT,1/156,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/156,1)",Integer,default,default,Active,,testhost2,
3079,NetXMS Agent,"Enduro/X service group CREDIT,1/156,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/156,1)",Integer,default,default,Active,,testhost2,
3187,NetXMS Agent,"Enduro/X service group CREDIT,1/157,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/157,1)",Integer,default,default,Active,,testhost2,
3080,NetXMS Agent,"Enduro/X service group CREDIT,1/157,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/157,1)",Integer,default,default,Active,,testhost2,
3188,NetXMS Agent,"Enduro/X service group CREDIT,1/158,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/158,1)",Integer,default,default,Active,,testhost2,
3081,NetXMS Agent,"Enduro/X service group CREDIT,1/158,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/158,1)",Integer,default,default,Active,,testhost2,
3189,NetXMS Agent,"Enduro/X service group CREDIT,1/159,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/159,1)",Integer,default,default,Active,,testhost2,
3082,NetXMS Agent,"Enduro/X service group CREDIT,1/159,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/159,1)",Integer,default,default,Active,,testhost2,
3190,NetXMS Agent,"Enduro/X service group CREDIT,1/160,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/160,1)",Integer,default,default,Active,,testhost2,
3083,NetXMS Agent,"Enduro/X service group CREDIT,1/160,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/160,1)",Integer,default,default,Active,,testhost2,
3191,NetXMS Agent,"Enduro/X service group CREDIT,1/161,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/161,1)",Integer,default,default,Active,,testhost2,
3084,NetXMS Agent,"Enduro/X service group CREDIT,1/161,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/161,1)",Integer,default,default,Active,,testhost2,
3192,NetXMS Agent,"Enduro/X service group CREDIT,1/162,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/162,1)",Integer,default,default,Active,,testhost2,
3085,NetXMS Agent,"Enduro/X service group CREDIT,1/162,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/162,1)",Integer,default,default,Active,,testhost2,
3193,NetXMS Agent,"Enduro/X service group CREDIT,1/163,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/163,1)",Integer,default,default,Active,,testhost2,
3086,NetXMS Agent,"Enduro/X service group CREDIT,1/163,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/163,1)",Integer,default,default,Active,,testhost2,
3194,NetXMS Agent,"Enduro/X service group CREDIT,1/164,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/164,1)",Integer,default,default,Active,,testhost2,
3087,NetXMS Agent,"Enduro/X service group CREDIT,1/164,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/164,1)",Integer,default,default,Active,,testhost2,
3195,NetXMS Agent,"Enduro/X service group CREDIT,1/165,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/165,1)",Integer,default,default,Active,,testhost2,
3088,NetXMS Agent,"Enduro/X service group CREDIT,1/165,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/165,1)",Integer,default,default,Active,,testhost2,
3196,NetXMS Agent,"Enduro/X service group CREDIT,1/166,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/166,1)",Integer,default,default,Active,,testhost2,
3089,NetXMS Agent,"Enduro/X service group CREDIT,1/166,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/166,1)",Integer,default,default,Active,,testhost2,
3197,NetXMS Agent,"Enduro/X service group CREDIT,1/167,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/167,1)",Integer,default,default,Active,,testhost2,
3090,NetXMS Agent,"Enduro/X service group CREDIT,1/167,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/167,1)",Integer,default,default,Active,,testhost2,
3198,NetXMS Agent,"Enduro/X service group CREDIT,1/168,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/168,1)",Integer,default,default,Active,,testhost2,
3091,NetXMS Agent,"Enduro/X service group CREDIT,1/168,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/168,1)",Integer,default,default,Active,,testhost2,
3199,NetXMS Agent,"Enduro/X service group CREDIT,1/169,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(CREDIT,1/169,1)",Integer,default,default,Active,,testhost2,
3092,NetXMS Agent,"Enduro/X service group CREDIT,1/169,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(CREDIT,1/169,1)",Integer,default,default,Active,,testhost2,
3150,NetXMS Agent,"Enduro/X service group DEBIT,1/100,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/100,1)",Integer,default,default,Active,,testhost2,
3043,NetXMS Agent,"Enduro/X service group DEBIT,1/100,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/100,1)",Integer,default,default,Active,,testhost2,
3151,NetXMS Agent,"Enduro/X service group DEBIT,1/101,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/101,1)",Integer,default,default,Active,,testhost2,
3044,NetXMS Agent,"Enduro/X service group DEBIT,1/101,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/101,1)",Integer,default,default,Active,,testhost2,
3152,NetXMS Agent,"Enduro/X service group DEBIT,1/102,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/102,1)",Integer,default,default,Active,,testhost2,
3045,NetXMS Agent,"Enduro/X service group DEBIT,1/102,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/102,1)",Integer,default,default,Active,,testhost2,
3153,NetXMS Agent,"Enduro/X service group DEBIT,1/103,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/103,1)",Integer,default,default,Active,,testhost2,
3046,NetXMS Agent,"Enduro/X service group DEBIT,1/103,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/103,1)",Integer,default,default,Active,,testhost2,
3154,NetXMS Agent,"Enduro/X service group DEBIT,1/104,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/104,1)",Integer,default,default,Active,,testhost2,
3047,NetXMS Agent,"Enduro/X service group DEBIT,1/104,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/104,1)",Integer,default,default,Active,,testhost2,
3155,NetXMS Agent,"Enduro/X service group DEBIT,1/105,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/105,1)",Integer,default,default,Active,,testhost2,
3048,NetXMS Agent,"Enduro/X service group DEBIT,1/105,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/105,1)",Integer,default,default,Active,,testhost2,
3156,NetXMS Agent,"Enduro/X service group DEBIT,1/106,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/106,1)",Integer,default,default,Active,,testhost2,
3049,NetXMS Agent,"Enduro/X service group DEBIT,1/106,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/106,1)",Integer,default,default,Active,,testhost2,
3157,NetXMS Agent,"Enduro/X service group DEBIT,1/107,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/107,1)",Integer,default,default,Active,,testhost2,
3050,NetXMS Agent,"Enduro/X service group DEBIT,1/107,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/107,1)",Integer,default,default,Active,,testhost2,
3158,NetXMS Agent,"Enduro/X service group DEBIT,1/108,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/108,1)",Integer,default,default,Active,,testhost2,
3051,NetXMS Agent,"Enduro/X service group DEBIT,1/108,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/108,1)",Integer,default,default,Active,,testhost2,
3159,NetXMS Agent,"Enduro/X service group DEBIT,1/109,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/109,1)",Integer,default,default,Active,,testhost2,
3052,NetXMS Agent,"Enduro/X service group DEBIT,1/109,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/109,1)",Integer,default,default,Active,,testhost2,
3160,NetXMS Agent,"Enduro/X service group DEBIT,1/110,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/110,1)",Integer,default,default,Active,,testhost2,
3053,NetXMS Agent,"Enduro/X service group DEBIT,1/110,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/110,1)",Integer,default,default,Active,,testhost2,
3161,NetXMS Agent,"Enduro/X service group DEBIT,1/111,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/111,1)",Integer,default,default,Active,,testhost2,
3054,NetXMS Agent,"Enduro/X service group DEBIT,1/111,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/111,1)",Integer,default,default,Active,,testhost2,
3162,NetXMS Agent,"Enduro/X service group DEBIT,1/112,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/112,1)",Integer,default,default,Active,,testhost2,
3055,NetXMS Agent,"Enduro/X service group DEBIT,1/112,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/112,1)",Integer,default,default,Active,,testhost2,
3163,NetXMS Agent,"Enduro/X service group DEBIT,1/113,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/113,1)",Integer,default,default,Active,,testhost2,
3056,NetXMS Agent,"Enduro/X service group DEBIT,1/113,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/113,1)",Integer,default,default,Active,,testhost2,
3164,NetXMS Agent,"Enduro/X service group DEBIT,1/114,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/114,1)",Integer,default,default,Active,,testhost2,
3057,NetXMS Agent,"Enduro/X service group DEBIT,1/114,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/114,1)",Integer,default,default,Active,,testhost2,
3165,NetXMS Agent,"Enduro/X service group DEBIT,1/115,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/115,1)",Integer,default,default,Active,,testhost2,
