ID,Origin,Description,Parameter,Data Type,Polling Interval,Retention Time,Status,Thresholds,Template,Related Object
3058,NetXMS Agent,"Enduro/X service group DEBIT,1/115,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/115,1)",Integer,default,default,Active,,testhost2,
3166,NetXMS Agent,"Enduro/X service group DEBIT,1/116,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/116,1)",Integer,default,default,Active,,testhost2,
3059,NetXMS Agent,"Enduro/X service group DEBIT,1/116,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/116,1)",Integer,default,default,Active,,testhost2,
3167,NetXMS Agent,"Enduro/X service group DEBIT,1/117,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/117,1)",Integer,default,default,Active,,testhost2,
3060,NetXMS Agent,"Enduro/X service group DEBIT,1/117,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/117,1)",Integer,default,default,Active,,testhost2,
3168,NetXMS Agent,"Enduro/X service group DEBIT,1/118,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/118,1)",Integer,default,default,Active,,testhost2,
3061,NetXMS Agent,"Enduro/X service group DEBIT,1/118,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/118,1)",Integer,default,default,Active,,testhost2,
3169,NetXMS Agent,"Enduro/X service group DEBIT,1/119,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/119,1)",Integer,default,default,Active,,testhost2,
3062,NetXMS Agent,"Enduro/X service group DEBIT,1/119,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/119,1)",Integer,default,default,Active,,testhost2,
3130,NetXMS Agent,"Enduro/X service group DEBIT,1/80,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/80,1)",Integer,default,default,Active,,testhost2,
3023,NetXMS Agent,"Enduro/X service group DEBIT,1/80,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/80,1)",Integer,default,default,Active,,testhost2,
3131,NetXMS Agent,"Enduro/X service group DEBIT,1/81,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/81,1)",Integer,default,default,Active,,testhost2,
3024,NetXMS Agent,"Enduro/X service group DEBIT,1/81,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/81,1)",Integer,default,default,Active,,testhost2,
3132,NetXMS Agent,"Enduro/X service group DEBIT,1/82,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/82,1)",Integer,default,default,Active,,testhost2,
3025,NetXMS Agent,"Enduro/X service group DEBIT,1/82,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/82,1)",Integer,default,default,Active,,testhost2,
3133,NetXMS Agent,"Enduro/X service group DEBIT,1/83,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/83,1)",Integer,default,default,Active,,testhost2,
3026,NetXMS Agent,"Enduro/X service group DEBIT,1/83,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/83,1)",Integer,default,default,Active,,testhost2,
3134,NetXMS Agent,"Enduro/X service group DEBIT,1/84,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/84,1)",Integer,default,default,Active,,testhost2,
3027,NetXMS Agent,"Enduro/X service group DEBIT,1/84,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/84,1)",Integer,default,default,Active,,testhost2,
3135,NetXMS Agent,"Enduro/X service group DEBIT,1/85,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/85,1)",Integer,default,default,Active,,testhost2,
3028,NetXMS Agent,"Enduro/X service group DEBIT,1/85,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/85,1)",Integer,default,default,Active,,testhost2,
3136,NetXMS Agent,"Enduro/X service group DEBIT,1/86,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/86,1)",Integer,default,default,Active,,testhost2,
3029,NetXMS Agent,"Enduro/X service group DEBIT,1/86,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/86,1)",Integer,default,default,Active,,testhost2,
3137,NetXMS Agent,"Enduro/X service group DEBIT,1/87,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/87,1)",Integer,default,default,Active,,testhost2,
3030,NetXMS Agent,"Enduro/X service group DEBIT,1/87,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/87,1)",Integer,default,default,Active,,testhost2,
3138,NetXMS Agent,"Enduro/X service group DEBIT,1/88,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/88,1)",Integer,default,default,Active,,testhost2,
3031,NetXMS Agent,"Enduro/X service group DEBIT,1/88,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/88,1)",Integer,default,default,Active,,testhost2,
3139,NetXMS Agent,"Enduro/X service group DEBIT,1/89,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/89,1)",Integer,default,default,Active,,testhost2,
3032,NetXMS Agent,"Enduro/X service group DEBIT,1/89,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/89,1)",Integer,default,default,Active,,testhost2,
3140,NetXMS Agent,"Enduro/X service group DEBIT,1/90,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/90,1)",Integer,default,default,Active,,testhost2,
3033,NetXMS Agent,"Enduro/X service group DEBIT,1/90,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/90,1)",Integer,default,default,Active,,testhost2,
3141,NetXMS Agent,"Enduro/X service group DEBIT,1/91,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/91,1)",Integer,default,default,Active,,testhost2,
3034,NetXMS Agent,"Enduro/X service group DEBIT,1/91,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/91,1)",Integer,default,default,Active,,testhost2,
3142,NetXMS Agent,"Enduro/X service group DEBIT,1/92,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/92,1)",Integer,default,default,Active,,testhost2,
3035,NetXMS Agent,"Enduro/X service group DEBIT,1/92,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/92,1)",Integer,default,default,Active,,testhost2,
3143,NetXMS Agent,"Enduro/X service group DEBIT,1/93,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/93,1)",Integer,default,default,Active,,testhost2,
3036,NetXMS Agent,"Enduro/X service group DEBIT,1/93,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/93,1)",Integer,default,default,Active,,testhost2,
3144,NetXMS Agent,"Enduro/X service group DEBIT,1/94,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/94,1)",Integer,default,default,Active,,testhost2,
3037,NetXMS Agent,"Enduro/X service group DEBIT,1/94,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/94,1)",Integer,default,default,Active,,testhost2,
3145,NetXMS Agent,"Enduro/X service group DEBIT,1/95,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/95,1)",Integer,default,default,Active,,testhost2,
3038,NetXMS Agent,"Enduro/X service group DEBIT,1/95,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/95,1)",Integer,default,default,Active,,testhost2,
3146,NetXMS Agent,"Enduro/X service group DEBIT,1/96,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/96,1)",Integer,default,default,Active,,testhost2,
3039,NetXMS Agent,"Enduro/X service group DEBIT,1/96,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/96,1)",Integer,default,default,Active,,testhost2,
3147,NetXMS Agent,"Enduro/X service group DEBIT,1/97,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/97,1)",Integer,default,default,Active,,testhost2,
3040,NetXMS Agent,"Enduro/X service group DEBIT,1/97,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/97,1)",Integer,default,default,Active,,testhost2,
3148,NetXMS Agent,"Enduro/X service group DEBIT,1/98,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/98,1)",Integer,default,default,Active,,testhost2,
3041,NetXMS Agent,"Enduro/X service group DEBIT,1/98,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/98,1)",Integer,default,default,Active,,testhost2,
3149,NetXMS Agent,"Enduro/X service group DEBIT,1/99,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(DEBIT,1/99,1)",Integer,default,default,Active,,testhost2,
3042,NetXMS Agent,"Enduro/X service group DEBIT,1/99,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(DEBIT,1/99,1)",Integer,default,default,Active,,testhost2,
3200,NetXMS Agent,"Enduro/X service group HANDLER,1/240,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/240,1)",Integer,default,default,Active,,testhost2,
3093,NetXMS Agent,"Enduro/X service group HANDLER,1/240,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/240,1)",Integer,default,default,Active,,testhost2,
3201,NetXMS Agent,"Enduro/X service group HANDLER,1/241,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/241,1)",Integer,default,default,Active,,testhost2,
3094,NetXMS Agent,"Enduro/X service group HANDLER,1/241,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/241,1)",Integer,default,default,Active,,testhost2,
3202,NetXMS Agent,"Enduro/X service group HANDLER,1/242,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/242,1)",Integer,default,default,Active,,testhost2,
3095,NetXMS Agent,"Enduro/X service group HANDLER,1/242,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/242,1)",Integer,default,default,Active,,testhost2,
3203,NetXMS Agent,"Enduro/X service group HANDLER,1/243,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/243,1)",Integer,default,default,Active,,testhost2,
3096,NetXMS Agent,"Enduro/X service group HANDLER,1/243,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/243,1)",Integer,default,default,Active,,testhost2,
3204,NetXMS Agent,"Enduro/X service group HANDLER,1/244,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/244,1)",Integer,default,default,Active,,testhost2,
3097,NetXMS Agent,"Enduro/X service group HANDLER,1/244,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/244,1)",Integer,default,default,Active,,testhost2,
3205,NetXMS Agent,"Enduro/X service group HANDLER,1/245,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/245,1)",Integer,default,default,Active,,testhost2,
3098,NetXMS Agent,"Enduro/X service group HANDLER,1/245,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/245,1)",Integer,default,default,Active,,testhost2,
3206,NetXMS Agent,"Enduro/X service group HANDLER,1/246,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/246,1)",Integer,default,default,Active,,testhost2,
3099,NetXMS Agent,"Enduro/X service group HANDLER,1/246,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/246,1)",Integer,default,default,Active,,testhost2,
3207,NetXMS Agent,"Enduro/X service group HANDLER,1/247,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/247,1)",Integer,default,default,Active,,testhost2,
3100,NetXMS Agent,"Enduro/X service group HANDLER,1/247,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/247,1)",Integer,default,default,Active,,testhost2,
3208,NetXMS Agent,"Enduro/X service group HANDLER,1/248,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/248,1)",Integer,default,default,Active,,testhost2,
3101,NetXMS Agent,"Enduro/X service group HANDLER,1/248,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/248,1)",Integer,default,default,Active,,testhost2,
3209,NetXMS Agent,"Enduro/X service group HANDLER,1/249,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/249,1)",Integer,default,default,Active,,testhost2,
3102,NetXMS Agent,"Enduro/X service group HANDLER,1/249,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/249,1)",Integer,default,default,Active,,testhost2,
3210,NetXMS Agent,"Enduro/X service group HANDLER,1/250,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/250,1)",Integer,default,default,Active,,testhost2,
3103,NetXMS Agent,"Enduro/X service group HANDLER,1/250,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/250,1)",Integer,default,default,Active,,testhost2,
3211,NetXMS Agent,"Enduro/X service group HANDLER,1/251,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/251,1)",Integer,default,default,Active,,testhost2,
3104,NetXMS Agent,"Enduro/X service group HANDLER,1/251,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/251,1)",Integer,default,default,Active,,testhost2,
3212,NetXMS Agent,"Enduro/X service group HANDLER,1/252,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/252,1)",Integer,default,default,Active,,testhost2,
3105,NetXMS Agent,"Enduro/X service group HANDLER,1/252,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/252,1)",Integer,default,default,Active,,testhost2,
3213,NetXMS Agent,"Enduro/X service group HANDLER,1/253,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/253,1)",Integer,default,default,Active,,testhost2,
3106,NetXMS Agent,"Enduro/X service group HANDLER,1/253,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/253,1)",Integer,default,default,Active,,testhost2,
3214,NetXMS Agent,"Enduro/X service group HANDLER,1/254,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/254,1)",Integer,default,default,Active,,testhost2,
3107,NetXMS Agent,"Enduro/X service group HANDLER,1/254,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/254,1)",Integer,default,default,Active,,testhost2,
3215,NetXMS Agent,"Enduro/X service group HANDLER,1/255,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/255,1)",Integer,default,default,Active,,testhost2,
3108,NetXMS Agent,"Enduro/X service group HANDLER,1/255,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/255,1)",Integer,default,default,Active,,testhost2,
3216,NetXMS Agent,"Enduro/X service group HANDLER,1/256,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/256,1)",Integer,default,default,Active,,testhost2,
3109,NetXMS Agent,"Enduro/X service group HANDLER,1/256,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/256,1)",Integer,default,default,Active,,testhost2,
3217,NetXMS Agent,"Enduro/X service group HANDLER,1/257,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/257,1)",Integer,default,default,Active,,testhost2,
3110,NetXMS Agent,"Enduro/X service group HANDLER,1/257,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/257,1)",Integer,default,default,Active,,testhost2,
3218,NetXMS Agent,"Enduro/X service group HANDLER,1/258,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/258,1)",Integer,default,default,Active,,testhost2,
3111,NetXMS Agent,"Enduro/X service group HANDLER,1/258,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/258,1)",Integer,default,default,Active,,testhost2,
3219,NetXMS Agent,"Enduro/X service group HANDLER,1/259,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/259,1)",Integer,default,default,Active,,testhost2,
3112,NetXMS Agent,"Enduro/X service group HANDLER,1/259,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/259,1)",Integer,default,default,Active,,testhost2,
3220,NetXMS Agent,"Enduro/X service group HANDLER,1/260,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/260,1)",Integer,default,default,Active,,testhost2,
3113,NetXMS Agent,"Enduro/X service group HANDLER,1/260,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/260,1)",Integer,default,default,Active,,testhost2,
3221,NetXMS Agent,"Enduro/X service group HANDLER,1/261,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/261,1)",Integer,default,default,Active,,testhost2,
3114,NetXMS Agent,"Enduro/X service group HANDLER,1/261,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/261,1)",Integer,default,default,Active,,testhost2,
3222,NetXMS Agent,"Enduro/X service group HANDLER,1/262,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/262,1)",Integer,default,default,Active,,testhost2,
3115,NetXMS Agent,"Enduro/X service group HANDLER,1/262,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/262,1)",Integer,default,default,Active,,testhost2,
3223,NetXMS Agent,"Enduro/X service group HANDLER,1/263,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/263,1)",Integer,default,default,Active,,testhost2,
3116,NetXMS Agent,"Enduro/X service group HANDLER,1/263,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/263,1)",Integer,default,default,Active,,testhost2,
3224,NetXMS Agent,"Enduro/X service group HANDLER,1/264,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/264,1)",Integer,default,default,Active,,testhost2,
3117,NetXMS Agent,"Enduro/X service group HANDLER,1/264,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/264,1)",Integer,default,default,Active,,testhost2,
3225,NetXMS Agent,"Enduro/X service group HANDLER,1/265,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/265,1)",Integer,default,default,Active,,testhost2,
3118,NetXMS Agent,"Enduro/X service group HANDLER,1/265,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/265,1)",Integer,default,default,Active,,testhost2,
3226,NetXMS Agent,"Enduro/X service group HANDLER,1/266,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/266,1)",Integer,default,default,Active,,testhost2,
3119,NetXMS Agent,"Enduro/X service group HANDLER,1/266,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/266,1)",Integer,default,default,Active,,testhost2,
3227,NetXMS Agent,"Enduro/X service group HANDLER,1/267,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/267,1)",Integer,default,default,Active,,testhost2,
3120,NetXMS Agent,"Enduro/X service group HANDLER,1/267,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/267,1)",Integer,default,default,Active,,testhost2,
3228,NetXMS Agent,"Enduro/X service group HANDLER,1/268,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/268,1)",Integer,default,default,Active,,testhost2,
3121,NetXMS Agent,"Enduro/X service group HANDLER,1/268,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/268,1)",Integer,default,default,Active,,testhost2,
3229,NetXMS Agent,"Enduro/X service group HANDLER,1/269,1: completed requests","EnduroX.ServiceGroup.CompletedRequests(HANDLER,1/269,1)",Integer,default,default,Active,,testhost2,
3122,NetXMS Agent,"Enduro/X service group HANDLER,1/269,1: last execution time","EnduroX.ServiceGroup.LastExecutionTime(HANDLER,1/269,1)",Integer,default,default,Active,,testhost2,
694,NetXMS Agent,Enduro/X service group {instance}: completed requests,EnduroX.ServiceGroup.CompletedRequests({instance}),Integer,default,default,Active,,,
1005,NetXMS Agent,Enduro/X service group {instance}: last execution time,EnduroX.ServiceGroup.LastExecutionTime({instance}),Integer,default,default,Active,,,
953,NetXMS Agent,Enduro/X: number of queues,EnduroX.Domain.Queues,Integer,default,default,Active,,,
665,NetXMS Agent,File system: free space on /,FileSystem.FreePerc(/),Float,default,default,Active,"last(1) < 1, last(1) < 20",testhost2,
647,NetXMS Agent,File system: free space on {instance},FileSystem.FreePerc({instance}),Float,default,default,Active,"last(1) < 1, last(1) < 20",Templates/Operating Systems/Generic UNIX,
664,NetXMS Agent,File system: used space on /,FileSystem.UsedPerc(/),Float,default,default,Active,,testhost2,
643,NetXMS Agent,File system: used space on {instance},FileSystem.UsedPerc({instance}),Float,default,default,Active,,Templates/Operating Systems/Generic UNIX,
662,NetXMS Agent,I/O: average disk queue,System.IO.DiskQueue,Float,default,default,Active,last(5) > 2,Templates/Operating Systems/Linux,
661,NetXMS Agent,I/O: percent of CPU time spent on I/O,System.IO.DiskTime,Float,default,default,Active,,Templates/Operating Systems/Linux,
2012,Script,MON: Average transaction handler response time (ms),"NdrxGetDci(""Endurox.ServiceGroups"",""SVCNAME"",""HANDLER"",""avg"",""EXECTIME_LAST"")",Float,default,default,Active,,,
2009,Script,MON: Failed transactions,"NdrxGetDci(""Endurox.ServiceGroups"",""SVCNAME"",""HANDLER"",""sum"",""FAILED"")",Integer,default,default,Active,,,
2420,Script,MON: Number of CREDIT servers,"NdrxGetDci(""Endurox.ServiceGroups"",""SVCNAME"",""CREDIT"",""cnt"","""")",Integer,default,default,Active,,,
2013,Script,MON: Number of DEBIT servers,"NdrxGetDci(""Endurox.ServiceGroups"",""SVCNAME"",""DEBIT"",""cnt"","""")",Integer,default,default,Active,,,
2015,Script,MON: Number of HANDLER servers,"NdrxGetDci(""Endurox.ServiceGroups"",""SVCNAME"",""HANDLER"",""cnt"","""")",Integer,default,default,Active,,,
2014,Script,MON: Number of TXUPLD clients,"NdrxGetDci(""Endurox.Clients"",""ID"",""TXUPLD"",""cnt"","""")",Integer,default,default,Active,,,
2010,Script,MON: Successful transactions,"NdrxGetDci(""Endurox.ServiceGroups"",""SVCNAME"",""HANDLER"",""sum"",""SUCCESSFUL"")",Integer,default,default,Active,,,
2008,Script,MON: System TPS,"NdrxGetDci(""Endurox.ServiceGroups"",""SVCNAME"",""HANDLER"",""sum"",""COMPLETED"")",Float,default,default,Active,,,testhost2
2011,Script,MON: Total number of msgs in IPC queues,"NdrxGetDci(""Endurox.Queues"",""NAME"","".*"",""sum"",""RQ_CURRENT"")",Integer,default,default,Active,,,
2345,Script,MON: Transactions processed,"NdrxGetDci(""Endurox.ServiceGroups"",""SVCNAME"",""HANDLER"",""sum"",""COMPLETED"")",Integer,default,default,Active,,,testhost2
1741,Internal,Server QueueSize DataCollector: Average,Server.QueueSize.Average(DataCollector),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1736,Internal,Server QueueSize DataCollector: Current,Server.QueueSize.Current(DataCollector),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1755,Internal,Server QueueSize DataCollector: Max,Server.QueueSize.Max(DataCollector),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1744,Internal,Server QueueSize DBWriter.IData: Average,Server.QueueSize.Average(DBWriter.IData),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1769,Internal,Server QueueSize DBWriter.IData: Current,Server.QueueSize.Current(DBWriter.IData),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1759,Internal,Server QueueSize DBWriter.IData: Max,Server.QueueSize.Max(DBWriter.IData),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1746,Internal,Server QueueSize DBWriter.Other: Average,Server.QueueSize.Average(DBWriter.Other),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1771,Internal,Server QueueSize DBWriter.Other: Current,Server.QueueSize.Current(DBWriter.Other),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1761,Internal,Server QueueSize DBWriter.Other: Max,Server.QueueSize.Max(DBWriter.Other),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1748,Internal,Server QueueSize DBWriter.RawData: Average,Server.QueueSize.Average(DBWriter.RawData),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1772,Internal,Server QueueSize DBWriter.RawData: Current,Server.QueueSize.Current(DBWriter.RawData),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1762,Internal,Server QueueSize DBWriter.RawData: Max,Server.QueueSize.Max(DBWriter.RawData),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1742,Internal,Server QueueSize DBWriter.Total: Average,Server.QueueSize.Average(DBWriter.Total),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1747,Internal,Server QueueSize DBWriter.Total: Current,Server.QueueSize.Current(DBWriter.Total),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1756,Internal,Server QueueSize DBWriter.Total: Max,Server.QueueSize.Max(DBWriter.Total),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1745,Internal,Server QueueSize EventLogWriter: Average,Server.QueueSize.Average(EventLogWriter),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1770,Internal,Server QueueSize EventLogWriter: Current,Server.QueueSize.Current(EventLogWriter),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1760,Internal,Server QueueSize EventLogWriter: Max,Server.QueueSize.Max(EventLogWriter),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1750,Internal,Server QueueSize EventProcessor: Average,Server.QueueSize.Average(EventProcessor),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1774,Internal,Server QueueSize EventProcessor: Current,Server.QueueSize.Current(EventProcessor),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1764,Internal,Server QueueSize EventProcessor: Max,Server.QueueSize.Max(EventProcessor),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1743,Internal,Server QueueSize NodeDiscoveryPoller: Average,Server.QueueSize.Average(NodeDiscoveryPoller),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1758,Internal,Server QueueSize NodeDiscoveryPoller: Current,Server.QueueSize.Current(NodeDiscoveryPoller),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1757,Internal,Server QueueSize NodeDiscoveryPoller: Max,Server.QueueSize.Max(NodeDiscoveryPoller),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1749,Internal,Server QueueSize Poller: Average,Server.QueueSize.Average(Poller),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1773,Internal,Server QueueSize Poller: Current,Server.QueueSize.Current(Poller),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1763,Internal,Server QueueSize Poller: Max,Server.QueueSize.Max(Poller),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1751,Internal,Server QueueSize Scheduler: Average,Server.QueueSize.Average(Scheduler),Float,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1737,Internal,Server QueueSize Scheduler: Current,Server.QueueSize.Current(Scheduler),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
1765,Internal,Server QueueSize Scheduler: Max,Server.QueueSize.Max(Scheduler),Unsigned Integer,default,default,Not supported,,Templates/System/NetXMS Server/Server Queues,
